"id","ym","duration_cat","sales_amt_cat","sales_cnt_cat","unique_cust_cat","aov_cat","ind_sales_amt_rat","ind_sales_cnt_rat","ind_rank_rat","ind_cancel_rat","has_dlv_cat","m_rat","f_rat","age_20_under_rat","age_30_rat","age_40_rat","age_50_rat","age_60_over_rat","m_20_under_rat","m_30_rat","m_40_rat","m_50_rat","m_60_over_rat","f_20_under_rat","f_30_rat","f_40_rat","f_50_rat","f_60_over_rat","re_cust_rat","new_cust_rat","resid_cust_rat","office_cust_rat","move_cust_rat","is_brand","big_ind","dong"
"2358FEB402","2024-08-01",2,1,3,3,1,378,92.8,1.4,12.1,1,74.9749,25.1251,7.8,25.2,20.4,26.3,20.4,5.8422,18.8748,15.2796,19.6987,15.2796,1.9578,6.3252,5.1204,6.6013,5.1204,14.65,5.21,6.8,11.4,81.8,1,"육류판매","마장동"
"2358FEB402","2024-04-01",2,1,3,3,1,607.4,111.3,1.2,12.3,1,77.4774,22.6226,6.4,26.7,21.8,25.6,19.6,4.9536,20.6658,16.8732,19.8144,15.1704,1.4464,6.0342,4.9268,5.7856,4.4296,13.3,7.67,12.1,6.9,81,1,"육류판매","마장동"
"241A9CFA07","2024-05-01",3,6,6,6,6,0,0,89.9,2.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"수산물판매","행당제2동"
"241A9CFA07","2024-02-01",3,6,6,6,6,0,0,90,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"수산물판매","행당제2동"
"241A9CFA07","2023-07-01",4,6,6,6,6,0,0,75.3,1.3,1,42.8,57.2,0,4.8,0,38.1,57.1,0,2.0544,0,16.3068,24.4388,0,2.7456,0,21.7932,32.6612,0,0,NA,NA,NA,1,"수산물판매","행당제2동"
"241A9CFA07","2023-10-01",4,6,6,6,6,0,0,74.7,3.3,1,42.8,57.2,0,4.8,0,38.1,57.1,0,2.0544,0,16.3068,24.4388,0,2.7456,0,21.7932,32.6612,0,0,NA,NA,NA,1,"수산물판매","행당제2동"
"2FB0335820","2023-03-01",4,6,6,6,6,0,0,73.9,21.1,1,78.3,21.7,0,60,40,0,0,0,46.98,31.32,0,0,0,13.02,8.68,0,0,12.5,0,NA,NA,NA,1,"호프-간이주점","금호2.3가동"
"4E4FF6A584","2024-04-01",3,2,1,1,4,284.5,458.6,7.2,17.5,0,67.2327,32.6673,53.9,12.1,10,17.8,6.1,36.2747,8.1433,6.73,11.9794,4.1053,17.6253,3.9567,3.27,5.8206,1.9947,38.74,7.16,39.8,8.4,51.8,1,"한식음식점","사근동"
"61472439B5","2023-10-01",3,6,6,6,6,0,0,89.7,17,1,100.1,0,14.3,42.9,0,0,42.9,14.3,42.9,0,0,42.9,0,0,0,0,0,40,0,NA,NA,NA,1,"커피-음료","성수2가제3동"
"61472439B5","2024-02-01",3,6,6,6,6,0,0,90.7,17.5,1,100,0,0,50,0,0,50,0,50,0,0,50,0,0,0,0,0,0,0,NA,NA,NA,1,"커피-음료","성수2가제3동"
"61A7EE0050","2024-08-01",3,5,5,5,1,8.8,1,14,7.3,1,41.7,58.3,3.8,6.3,6.3,19,64.6,1.5846,2.6271,2.6271,7.923,26.9382,2.2154,3.6729,3.6729,11.077,37.6618,19.23,0,NA,NA,NA,1,"제과점","금호2.3가동"
"6ED7CA8900","2023-12-01",5,6,6,6,6,0,0,63.9,19.1,1,27,73,45.7,42.9,5.7,5.7,0,12.339,11.583,1.539,1.539,0,33.361,31.317,4.161,4.161,0,0,0,NA,NA,NA,1,"양식음식점","성수1가제1동"
"7FC483F27A","2024-07-01",6,6,5,5,5,1.3,3.3,72.8,12.6,1,43.9,56.1,0,0,75,25,0,0,0,32.925,10.975,0,0,0,42.075,14.025,0,0,100,75,25,0,1,"슈퍼마켓","마장동"
"81E3DAF03B","2024-08-01",3,6,6,6,6,0,0,98.1,17.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"한식음식점","성수2가제1동"
"8939E02566","2024-03-01",4,3,5,4,1,79.6,17.2,14.5,18.4,1,53.8538,46.2462,33.2,43.9,12.3,7.9,2.8,17.8616,23.6182,6.6174,4.2502,1.5064,15.3384,20.2818,5.6826,3.6498,1.2936,4.81,4.44,0,9.1,90.9,1,"일식음식점","성수1가제1동"
"AC38610082","2023-07-01",3,3,4,5,1,146,28.7,8.5,17,1,100,0,0.9,42.7,42.7,8.2,5.5,0.9,42.7,42.7,8.2,5.5,0,0,0,0,0,43.94,3.03,83.3,0,16.7,1,"호프-간이주점","성수2가제3동"
"ACA6852B94","2023-12-01",5,6,6,6,6,0,0,76.9,13.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"슈퍼마켓","사근동"
"ACA6852B94","2023-11-01",5,6,6,6,6,0,0,76.8,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"슈퍼마켓","사근동"
"BE8BE0B9CF","2023-01-01",5,5,3,3,5,22.9,128.8,42.3,14.8,1,26.7267,73.3733,13.6,29.7,37.2,13.8,5.8,3.6312,7.9299,9.9324,3.6846,1.5486,9.9688,21.7701,27.2676,10.1154,4.2514,38.81,4.02,60.4,7.5,32.1,1,"커피-음료","옥수동"
"BE8BE0B9CF","2024-09-01",4,4,3,3,5,23.6,154.2,43.1,17.1,1,29.2,70.8,10.1,22.3,40.6,16,11,2.9492,6.5116,11.8552,4.672,3.212,7.1508,15.7884,28.7448,11.328,7.788,38.4,4.64,78,3.4,18.6,1,"커피-음료","옥수동"
"C67A90C6B4","2023-01-01",3,3,5,5,1,77.2,11.8,10.6,10,1,85.1851,14.9149,4.4,36.8,16.2,11.8,30.9,3.7444,31.3168,13.7862,10.0418,26.2959,0.6556,5.4832,2.4138,1.7582,4.6041,21.31,14.75,25,0,75,1,"육류판매","마장동"
"C8BFE622A5","2024-04-01",5,6,6,6,6,0,0,86.1,17.5,1,24.1,75.9,61.9,28.6,0,9.5,0,14.9179,6.8926,0,2.2895,0,46.9821,21.7074,0,7.2105,0,14.29,0,NA,NA,NA,1,"한식음식점","성수2가제1동"
"CB17914E57","2023-08-01",6,6,6,6,6,0,0,93.8,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"일식음식점","성수2가제3동"
"D488494DEF","2024-02-01",3,6,6,6,6,0,0,48.1,12.3,1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,NA,NA,NA,1,"육류판매","마장동"
"D488494DEF","2024-04-01",6,6,6,6,6,0,0,47.7,12.3,1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,NA,NA,NA,1,"육류판매","마장동"
"D488494DEF","2023-06-01",3,6,6,6,6,0,0,92.2,11.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"육류판매","마장동"
"D488494DEF","2024-01-01",3,3,5,5,1,119.1,1.3,46.9,12.4,1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,50,0,0,100,1,"육류판매","마장동"
"E4C073131C","2024-08-01",6,5,5,5,2,7.4,3.7,87,17.1,1,67.1328,32.7672,33.3,33.3,0,33.3,0,22.3776,22.3776,0,22.3776,0,10.9224,10.9224,0,10.9224,0,0,100,66.7,0,33.3,1,"호프-간이주점","용답동"
"F7AB2719E7","2024-06-01",3,6,6,6,6,0,0,67.7,17.3,1,100,0,0,0,11.1,33.3,55.6,0,0,11.1,33.3,55.6,0,0,0,0,0,42.86,0,NA,NA,NA,1,"한식음식점","성수2가제1동"
"F7AB2719E7","2023-06-01",3,5,5,5,3,6.8,3.6,63.4,16.9,1,100,0,0,10,20,15,55,0,10,20,15,55,0,0,0,0,0,64.29,0,100,0,0,1,"한식음식점","성수2가제1동"
"F7AB2719E7","2023-10-01",3,5,5,5,1,15.6,2.3,67.5,17,1,100,0,0,5.9,11.8,17.6,64.7,0,5.9,11.8,17.6,64.7,0,0,0,0,0,81.82,0,0,0,100,1,"한식음식점","성수2가제1동"
"132EC808F2","2024-11-01",3,4,4,4,2,55.6,38.3,19.1,18.7,1,69.3,30.7,18.2,24.6,14.4,26.5,16.3,12.6126,17.0478,9.9792,18.3645,11.2959,5.5874,7.5522,4.4208,8.1355,5.0041,21.46,6.39,40,0,60,1,"한식음식점","왕십리제2동"
"150889572A","2023-01-01",5,5,3,3,5,16.1,32.1,58.8,12.6,1,33.4,66.6,47.8,34.8,11.8,4.5,1.1,15.9652,11.6232,3.9412,1.503,0.3674,31.8348,23.1768,7.8588,2.997,0.7326,9.16,7.37,21.6,8.1,70.3,1,"제과점","성수1가제2동"
"150889572A","2023-02-01",5,4,3,2,5,31.1,58.9,58.6,12.8,1,30,70,46.9,35.9,11.7,4.4,1.1,14.07,10.77,3.51,1.32,0.33,32.83,25.13,8.19,3.08,0.77,9.46,13.12,14.8,11.1,74.1,1,"제과점","성수1가제2동"
"19DC3A560D","2024-10-01",2,4,4,4,4,59.6,68,20.6,7.3,1,34.9349,65.1651,4,16,19.7,26.2,34.2,1.396,5.584,6.8753,9.1438,11.9358,2.604,10.416,12.8247,17.0562,22.2642,32.41,11.57,61.9,2.4,35.7,1,"반찬가게","금호2.3가동"
"203FCB7DD9","2023-06-01",4,2,1,1,5,264.5,273.6,6,14.7,0,45.3,54.7,48,28.3,9.8,10.7,3.2,21.744,12.8199,4.4394,4.8471,1.4496,26.256,15.4801,5.3606,5.8529,1.7504,31.43,6.64,44.9,11.5,43.6,0,"패스트푸드점","왕십리도선동"
"203FCB7DD9","2023-11-01",3,2,1,1,4,199.9,182.7,12.9,12.7,0,47.1,52.9,45.9,29.5,10.3,10.7,3.6,21.6189,13.8945,4.8513,5.0397,1.6956,24.2811,15.6055,5.4487,5.6603,1.9044,31.35,6.02,45.8,12.2,42,0,"패스트푸드점","왕십리도선동"
"203FCB7DD9","2023-12-01",3,2,1,1,4,198.3,157.1,12.9,12.5,0,47.6,52.4,45.4,29.6,10.4,10.8,3.8,21.6104,14.0896,4.9504,5.1408,1.8088,23.7896,15.5104,5.4496,5.6592,1.9912,31.23,4.79,46,9.4,44.6,0,"패스트푸드점","왕십리도선동"
"2889D57BC9","2024-12-01",2,4,5,4,3,46.5,13.7,30.3,5.9,1,24.975,74.925,1.1,4.4,11.1,22.2,61.1,0.275,1.1,2.775,5.55,15.275,0.825,3.3,8.325,16.65,45.825,31.82,15.15,91.7,8.3,0,1,"반찬가게","성수2가제3동"
"3B10BE8CBB","2023-05-01",3,4,5,5,1,43.2,6.3,7.2,11.6,1,55.9559,44.1441,18.8,40.6,9.4,18.8,12.5,10.5092,22.6954,5.2546,10.5092,6.9875,8.2908,17.9046,4.1454,8.2908,5.5125,18,6,0,0,100,1,"육류판매","마장동"
"422418BBDD","2023-07-01",6,2,1,1,5,316.6,1272.7,45.2,17,0,29.8,70.2,33.9,15,35.4,13.6,2.1,10.1022,4.47,10.5492,4.0528,0.6258,23.7978,10.53,24.8508,9.5472,1.4742,29.87,78.49,72.9,2.1,25,1,"제과점","행당제2동"
"48731DE9B9","2024-02-01",2,4,2,2,5,127,519.4,10.9,17.9,1,67.3673,32.7327,68.1,12.4,7.9,8.5,3.2,45.8313,8.3452,5.3167,5.7205,2.1536,22.2687,4.0548,2.5833,2.7795,1.0464,35.84,3.82,62.5,3.5,34,1,"치킨전문점","사근동"
"4E4FF6A584","2023-03-01",4,2,1,1,4,303,523.2,5,15.9,0,68.7312,31.1688,61.6,10.8,9.3,13,5.2,42.3808,7.4304,6.3984,8.944,3.5776,19.2192,3.3696,2.9016,4.056,1.6224,38.8,7.31,35.9,11.7,52.4,1,"한식음식점","사근동"
"4F98FE8D27","2024-11-01",2,5,5,5,3,10.6,14.6,78.8,18.7,1,76.5,23.5,5,5,15,30,45,3.825,3.825,11.475,22.95,34.425,1.175,1.175,3.525,7.05,10.575,35.29,0,0,100,0,1,"한식음식점","마장동"
"57B4E2F996","2023-08-01",3,5,5,5,3,14.9,9.3,67.1,17,1,61.5384,38.3616,21.3,9.8,9.8,32.8,26.2,13.1208,6.0368,6.0368,20.2048,16.1392,8.1792,3.7632,3.7632,12.5952,10.0608,20.69,10.34,28.6,28.6,42.9,1,"한식음식점","왕십리도선동"
"61A7EE0050","2023-11-01",3,4,5,5,1,67.9,4.3,14.5,8.2,1,34.6,65.4,2.3,6.9,6.9,24.1,59.8,0.7958,2.3874,2.3874,8.3386,20.6908,1.5042,4.5126,4.5126,15.7614,39.1092,24.69,2.47,100,0,0,1,"제과점","금호2.3가동"
"61A7EE0050","2024-02-01",3,5,4,4,4,34.1,26.8,14.4,7.9,1,40.8,59.2,2.2,5.5,8.8,22,61.5,0.8976,2.244,3.5904,8.976,25.092,1.3024,3.256,5.2096,13.024,36.408,20,15.29,83.3,0,16.7,1,"제과점","금호2.3가동"
"67A793BE25","2024-03-01",4,2,2,1,4,226.1,455.9,7.7,19.5,0,26.6,73.4,52.4,29.7,7.4,8.5,2,13.9384,7.9002,1.9684,2.261,0.532,38.4616,21.7998,5.4316,6.239,1.468,16.73,7.6,13.2,16.5,70.2,1,"양식음식점","성수1가제2동"
"67A793BE25","2023-05-01",4,1,1,1,4,247.6,531.4,6.5,20,0,25.9,74.1,56.7,27.5,5,8.9,1.9,14.6853,7.1225,1.295,2.3051,0.4921,42.0147,20.3775,3.705,6.5949,1.4079,17.02,9.45,9.7,15.9,74.4,1,"양식음식점","성수1가제2동"
"6ED7CA8900","2023-03-01",6,4,5,4,2,33.8,15.8,71.4,18.7,1,29.3,70.7,45,45,5,5,0,13.185,13.185,1.465,1.465,0,31.815,31.815,3.535,3.535,0,0,57.14,0,25,75,1,"양식음식점","성수1가제1동"
"BE8BE0B9CF","2023-02-01",5,4,3,3,5,32.7,167.6,42.1,15.5,1,26.3736,73.5264,14.4,29.4,36,14.2,5.9,3.8016,7.7616,9.504,3.7488,1.5576,10.5984,21.6384,26.496,10.4512,4.3424,37.92,5.76,41.8,14.9,43.3,1,"커피-음료","옥수동"
"CF19A96F63","2023-10-01",4,2,2,2,3,230,309.5,8.6,19.3,0,32.0679,67.8321,51.1,30.6,8.2,8,2,16.4031,9.8226,2.6322,2.568,0.642,34.6969,20.7774,5.5678,5.432,1.358,14.78,9.27,7,6.1,86.9,1,"양식음식점","성수1가제2동"
"E6738F086C","2023-03-01",5,5,4,4,5,14.8,16.8,67.2,13.3,1,25.7257,74.3743,21.6,30.3,20.6,18.8,8.8,5.5512,7.7871,5.2942,4.8316,2.2616,16.0488,22.5129,15.3058,13.9684,6.5384,29.55,8.64,36,28,36,1,"제과점","성수2가제1동"
"E9CAEBD784","2023-07-01",3,4,4,4,3,46.3,41.9,42.7,17,1,65.2,34.8,2.6,6.6,7,31.1,52.7,1.6952,4.3032,4.564,20.2772,34.3604,0.9048,2.2968,2.436,10.8228,18.3396,32.95,5.2,34.8,17.4,47.8,0,"한식음식점","용답동"
"F27FC18E41","2024-06-01",4,4,4,4,3,42.5,67.1,24,14.3,1,71.5715,28.5285,14.9,48.2,27.7,7.2,2.1,10.6535,34.463,19.8055,5.148,1.5015,4.2465,13.737,7.8945,2.052,0.5985,28.76,6.54,20,0,80,1,"호프-간이주점","왕십리도선동"
"F7AB2719E7","2024-12-01",3,5,5,5,1,17.6,4.4,68.1,16.2,1,100,0,0,0,13.3,60,26.7,0,0,13.3,60,26.7,0,0,0,0,0,23.08,15.38,33.3,0,66.7,1,"한식음식점","성수2가제1동"
"08336C3B85","2024-12-01",3,2,2,2,4,149.8,363,15.7,16.2,1,66.3,33.7,22.2,32.5,20.1,16.3,8.9,14.7186,21.5475,13.3263,10.8069,5.9007,7.4814,10.9525,6.7737,5.4931,2.9993,31.79,9.89,16.9,32,51.1,0,"한식음식점","성수1가제2동"
"099CE5DB1F","2024-12-01",6,2,4,3,2,195.9,88.3,34,16.4,1,67.2,32.8,53.6,26.8,10.7,7.1,1.8,36.0192,18.0096,7.1904,4.7712,1.2096,17.5808,8.7904,3.5096,2.3288,0.5904,11.11,37.96,33.3,11.1,55.6,1,"한식음식점","사근동"
"09B5A19D91","2023-11-01",3,3,5,4,1,73.6,36.3,21.1,11.9,0,41.3,58.7,11.1,63,16.7,4.6,4.6,4.5843,26.019,6.8971,1.8998,1.8998,6.5157,36.981,9.8029,2.7002,2.7002,7.08,9.73,40,0,60,1,"호프-간이주점","금호4가동"
"12A28908F1","2024-05-01",6,3,1,1,5,160.9,285.8,33.6,14.5,1,36.6,63.4,35.5,33.1,13.6,10.4,7.4,12.993,12.1146,4.9776,3.8064,2.7084,22.507,20.9854,8.6224,6.5936,4.6916,27.32,22.52,34.8,10.2,55.1,0,"커피-음료","행당제1동"
"132EC808F2","2023-05-01",4,3,4,4,2,106.8,56.7,10.9,22.7,1,60.4,39.6,15.3,19.9,14.6,32,18.2,9.2412,12.0196,8.8184,19.328,10.9928,6.0588,7.8804,5.7816,12.672,7.2072,16.37,5.88,53.6,0,46.4,1,"한식음식점","왕십리제2동"
"48731DE9B9","2023-12-01",2,3,1,1,5,191.9,896.4,10.8,18.1,1,66.6333,33.2667,68.5,11.9,7.7,8.7,3.1,45.6895,7.9373,5.1359,5.8029,2.0677,22.8105,3.9627,2.5641,2.8971,1.0323,36.38,8.56,55.6,3.6,40.8,1,"치킨전문점","사근동"
"69C015926E","2023-01-01",5,3,3,3,4,115.3,189,24,14.8,1,50.7492,49.1508,29.5,35.9,17.4,11.7,5.4,14.986,18.2372,8.8392,5.9436,2.7432,14.514,17.6628,8.5608,5.7564,2.6568,25.85,8.46,18.8,33.7,47.5,1,"한식음식점","성수2가제1동"
"69C015926E","2024-09-01",4,3,3,3,4,113.1,159.4,11.7,17.1,1,49.4505,50.4495,31.7,42.2,15.2,8.6,2.2,15.6915,20.889,7.524,4.257,1.089,16.0085,21.311,7.676,4.343,1.111,28.44,5.07,14.1,40,45.9,1,"한식음식점","성수2가제1동"
"69C015926E","2024-05-01",4,2,2,2,3,170,214,14.9,17.5,1,48.5028,51.2972,33.4,39.1,15.3,9,3,16.2324,19.0026,7.4358,4.374,1.458,17.1676,20.0974,7.8642,4.626,1.542,27.41,9.18,17,38,45,1,"한식음식점","성수2가제1동"
"69C015926E","2023-02-01",5,3,3,2,4,121.7,220.7,22.7,15.5,1,50.2,49.8,29.3,36.5,17.4,11.5,5.3,14.7086,18.323,8.7348,5.773,2.6606,14.5914,18.177,8.6652,5.727,2.6394,25.77,9.18,16.2,41.9,41.9,1,"한식음식점","성수2가제1동"
"8939E02566","2023-08-01",5,3,4,4,1,111,28.9,11.9,18,1,46.2537,53.6463,40.1,42.4,9,6.4,2,18.5663,19.6312,4.167,2.9632,0.926,21.5337,22.7688,4.833,3.4368,1.074,3.13,5.7,19,4.8,76.2,1,"일식음식점","성수1가제1동"
"8CF39A31E0","2024-05-01",3,3,3,3,3,136.3,261.7,14.8,19,1,56.4,43.6,22.6,33,16.4,16.9,11.1,12.7464,18.612,9.2496,9.5316,6.2604,9.8536,14.388,7.1504,7.3684,4.8396,40.96,6.88,16.7,38.9,44.4,1,"일식음식점","성수2가제1동"
"8DD2137D28","2023-11-01",4,3,4,4,1,141.6,39.3,12.8,19.4,1,42.8428,57.2572,30.5,47.1,13.5,6.3,2.7,13.054,20.1588,5.778,2.6964,1.1556,17.446,26.9412,7.722,3.6036,1.5444,2.73,7.81,12.5,6.3,81.3,1,"호프-간이주점","성수2가제3동"
"8DD2137D28","2024-09-01",3,3,5,4,1,88.8,23.1,22.6,18.9,1,55.7,44.3,29.5,42.6,12.3,10.7,4.9,16.4315,23.7282,6.8511,5.9599,2.7293,13.0685,18.8718,5.4489,4.7401,2.1707,5.93,8.15,30,10,60,1,"호프-간이주점","성수2가제3동"
"8DD2137D28","2023-10-01",4,3,4,4,1,111.2,25.2,12.6,20.4,1,42.5,57.5,29.8,48.5,13.6,5.1,3,12.665,20.6125,5.78,2.1675,1.275,17.135,27.8875,7.82,2.9325,1.725,2.64,5.66,0,0,100,1,"호프-간이주점","성수2가제3동"
"90AFF4E6B1","2023-09-01",5,3,3,3,3,138.3,125,12.7,20.8,1,66,34,58.6,24.2,8.4,7,1.8,38.676,15.972,5.544,4.62,1.188,19.924,8.228,2.856,2.38,0.612,8.85,8.19,10.6,10.6,78.8,1,"호프-간이주점","사근동"
"90AFF4E6B1","2024-06-01",4,3,4,3,3,103.6,106.8,15.9,13.3,1,62.4375,37.4625,59.8,24.6,6.6,6.9,2,37.375,15.375,4.125,4.3125,1.25,22.425,9.225,2.475,2.5875,0.75,6.28,6.94,16.7,8.3,75,1,"호프-간이주점","사근동"
"AC38610082","2024-03-01",3,3,4,5,1,102,21.8,13.3,17.3,1,98.2017,1.6983,6.4,37.2,34,11.7,10.6,6.2912,36.5676,33.422,11.5011,10.4198,0.1088,0.6324,0.578,0.1989,0.1802,27.78,11.11,37.5,12.5,50,1,"호프-간이주점","성수2가제3동"
"AD57E72BC9","2023-11-01",3,2,1,1,4,245.1,629.2,5.5,17.5,1,26.1738,73.7262,55,26.4,7.5,8.2,2.8,14.41,6.9168,1.965,2.1484,0.7336,40.59,19.4832,5.535,6.0516,2.0664,17.02,6.58,11.1,10.5,78.4,1,"커피-음료","성수2가제3동"
"B2B0A6FE69","2024-10-01",3,3,3,3,3,118.3,134.6,10.3,12.2,1,33.2667,66.6333,3.4,19.7,22.5,28.1,26.2,1.1322,6.5601,7.4925,9.3573,8.7246,2.2678,13.1399,15.0075,18.7427,17.4754,40.92,3.63,80.5,5.2,14.3,1,"육류판매","왕십리도선동"
"B2B0A6FE69","2023-03-01",4,2,3,3,3,245.4,149.6,3.6,10.9,1,36.6,63.4,4.7,19.8,21.3,27.8,26.4,1.7202,7.2468,7.7958,10.1748,9.6624,2.9798,12.5532,13.5042,17.6252,16.7376,42.36,5.7,69.2,5.8,25,1,"육류판매","왕십리도선동"
"BE795585AC","2024-11-01",4,1,2,1,3,672.1,292.7,0.4,15.4,0,43,57,44,30.7,14.5,9.2,1.6,18.92,13.201,6.235,3.956,0.688,25.08,17.499,8.265,5.244,0.912,10.24,6.03,9.7,16.8,73.5,1,"분식전문점","성수2가제3동"
"BE795585AC","2024-08-01",4,1,1,1,3,745.7,334,0.3,15.7,0,46.0539,53.8461,42.9,31.1,15.3,8.9,1.7,19.7769,14.3371,7.0533,4.1029,0.7837,23.1231,16.7629,8.2467,4.7971,0.9163,9.84,5.82,5.9,16,78.1,1,"분식전문점","성수2가제3동"
"BE795585AC","2024-05-01",4,1,1,1,3,880,404.2,0.3,15.9,0,47.2,52.8,41.8,31.2,15.9,9.4,1.7,19.7296,14.7264,7.5048,4.4368,0.8024,22.0704,16.4736,8.3952,4.9632,0.8976,10.06,7.38,11.6,15.6,72.8,1,"분식전문점","성수2가제3동"
"D4AA4CAA8D","2024-06-01",5,2,4,4,1,281.4,41.9,5.9,17.3,1,51.9,48.1,34.9,42.7,10.2,7.6,4.6,18.1131,22.1613,5.2938,3.9444,2.3874,16.7869,20.5387,4.9062,3.6556,2.2126,6.38,4.5,23.5,11.8,64.7,1,"중식음식점","성수2가제3동"
"D63B351295","2024-12-01",3,2,2,2,3,194.5,254.1,11.8,17.4,1,72.9,27.1,11.9,21,21.9,25.9,19.3,8.6751,15.309,15.9651,18.8811,14.0697,3.2249,5.691,5.9349,7.0189,5.2303,35.27,6.89,48.4,14.3,37.3,1,"중식음식점","행당제1동"
"E476C4A851","2023-08-01",4,3,2,3,5,79.4,266,20.9,17,1,41.4585,58.4415,30.5,40,19.9,6,3.5,12.6575,16.6,8.2585,2.49,1.4525,17.8425,23.4,11.6415,3.51,2.0475,44.57,6.46,13.3,51.4,35.2,1,"한식음식점","성수2가제3동"
"EDDF492971","2024-04-01",3,1,2,2,3,430.8,368.7,6.6,19.3,0,29,71,39.6,28.7,17,11.2,3.5,11.484,8.323,4.93,3.248,1.015,28.116,20.377,12.07,7.952,2.485,3.46,15.59,9.7,1.5,88.7,1,"양식음식점","성수1가제2동"
"F27FC18E41","2023-02-01",5,4,4,4,2,53.7,55.4,30.5,8.4,1,59.7,40.3,20.4,41.9,28.1,6,3.6,12.1788,25.0143,16.7757,3.582,2.1492,8.2212,16.8857,11.3243,2.418,1.4508,23.19,7.97,11.8,5.9,82.4,1,"호프-간이주점","왕십리도선동"
"F27FC18E41","2023-04-01",5,3,4,4,2,64.8,77.7,27,9.3,1,60.4395,39.4605,17.7,44.8,26.6,7.4,3.4,10.7085,27.104,16.093,4.477,2.057,6.9915,17.696,10.507,2.923,1.343,24.84,8.7,21.7,0,78.3,1,"호프-간이주점","왕십리도선동"
"1E00B3CC15","2023-03-01",3,6,6,6,6,0,0,82,15.9,0,52.2522,47.8478,25,27.1,27.1,16.7,4.2,13.05,14.1462,14.1462,8.7174,2.1924,11.95,12.9538,12.9538,7.9826,2.0076,14,0,NA,NA,NA,1,"한식음식점","용답동"
"1E00B3CC15","2023-01-01",3,6,6,6,6,0,0,80.7,14.8,0,46.3463,53.7537,32.3,21,24.2,19.4,3.2,14.9549,9.723,11.2046,8.9822,1.4816,17.3451,11.277,12.9954,10.4178,1.7184,15.63,0,NA,NA,NA,1,"한식음식점","용답동"
"1F369B9364","2023-07-01",4,1,2,1,2,817.2,517,0.4,21.7,1,34.9,65.1,61,25.1,5.5,6.9,1.5,21.289,8.7599,1.9195,2.4081,0.5235,39.711,16.3401,3.5805,4.4919,0.9765,3.25,6.78,5.5,5.1,89.4,1,"한식음식점","성수2가제3동"
"57B4E2F996","2024-06-01",3,5,5,5,4,5.8,7.6,64.3,17.3,1,78,22,17.1,23.7,7.9,34.2,17.1,13.338,18.486,6.162,26.676,13.338,3.762,5.214,1.738,7.524,3.762,21.79,3.85,75,0,25,1,"한식음식점","왕십리도선동"
"57B4E2F996","2023-04-01",3,5,5,5,3,11,8.5,63.5,16.4,1,61.6616,38.4384,12.7,14.1,12.7,32.4,28.2,7.8232,8.6856,7.8232,19.9584,17.3712,4.8768,5.4144,4.8768,12.4416,10.8288,12.12,9.09,66.7,0,33.3,1,"한식음식점","왕십리도선동"
"730E4C7574","2024-12-01",5,5,4,4,6,5.4,75.8,70.1,16.2,1,37.4,62.6,27.6,9.2,28.6,17.3,17.3,10.3224,3.4408,10.6964,6.4702,6.4702,17.2776,5.7592,17.9036,10.8298,10.8298,18.6,30.23,74.2,0,25.8,1,"한식음식점","행당제1동"
"81109044D7","2023-09-01",4,4,3,3,4,70.3,151.4,32.2,20.8,1,31.5684,68.3316,4.6,21.5,28.1,27.9,17.8,1.4536,6.794,8.8796,8.8164,5.6248,3.1464,14.706,19.2204,19.0836,12.1752,48.48,6.44,84.2,3.5,12.3,1,"한식음식점","행당제1동"
"97BB136954","2023-01-01",4,1,3,3,2,484.5,171.2,1.9,14.8,1,63.1,36.9,40.6,35.2,10.4,11.2,2.6,25.6186,22.2112,6.5624,7.0672,1.6406,14.9814,12.9888,3.8376,4.1328,0.9594,10.19,7.51,29.8,9.6,60.5,1,"한식음식점","행당제1동"
"ACA6852B94","2024-05-01",5,6,6,6,6,0,0,69.7,12.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,"슈퍼마켓","사근동"
